##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000636937	NM_002693
ENST00000636937	CCDS10350
ENST00000268124	NM_002693
ENST00000268124	CCDS10350
ENST00000442287	NM_001126131
ENST00000442287	NM_002693
ENST00000442287	CCDS10350
ENST00000622641	NR_106824
ENST00000706918	NM_001406557
ENST00000385084	NR_029692
ENST00000268122	NM_016321
ENST00000268122	CCDS10351
ENST00000268138	NM_152259
ENST00000268138	CCDS10352
ENST00000560985	NM_001308025
ENST00000560985	CCDS76791
ENST00000394412	NM_198525
ENST00000394412	CCDS32325
ENST00000300055	NM_002666
ENST00000300055	CCDS10353
ENST00000430628	NM_001145311
ENST00000430628	CCDS10353
ENST00000300056	NM_003847
ENST00000300056	CCDS10354
ENST00000561257	NM_001271572
ENST00000561257	CCDS61751
ENST00000268130	NM_020212
ENST00000268130	CCDS32326
ENST00000560294	NM_001284395
ENST00000560294	CCDS66862
ENST00000558000	NM_001284396
ENST00000558000	CCDS73779
ENST00000300057	NM_018670
ENST00000300057	CCDS10355
ENST00000341735	NM_001039958
ENST00000341735	CCDS42078
ENST00000300060	NM_001150
ENST00000300060	CCDS10356
ENST00000679248	NM_001150
ENST00000679248	NM_001381923
ENST00000679248	CCDS10356
ENST00000336418	NM_005829
ENST00000336418	CCDS10357
ENST00000398333	NM_001199058
ENST00000578766	NR_049817
ENST00000578736	NR_049807
ENST00000357484	NM_182616
ENST00000357484	CCDS42080
ENST00000460685	NM_001282380
ENST00000460685	CCDS73780
ENST00000268154	NM_198526
ENST00000268154	CCDS10358
ENST00000583440	NR_036135
ENST00000330062	NM_002168
ENST00000330062	CCDS10359
ENST00000540499	NM_001289910
ENST00000540499	CCDS76792
ENST00000332496	NM_020210
ENST00000332496	CCDS45347
ENST00000411539	NM_198925
ENST00000411539	CCDS45347
ENST00000328649	NM_006384
ENST00000328649	CCDS10360
ENST00000612800	NM_001277764
ENST00000612800	CCDS73781
ENST00000558017	NM_001013657
ENST00000558017	NM_001322811
ENST00000558017	CCDS32327
ENST00000559204	NM_001322811
ENST00000559204	CCDS32327
ENST00000329600	NM_001013657
ENST00000329600	CCDS32327
ENST00000558291	NM_001322811
ENST00000558291	CCDS32327
ENST00000641754	NM_001396017
ENST00000641754	CCDS92063
ENST00000379095	NM_001033088
ENST00000379095	CCDS32329
ENST00000354377	NM_001004309
ENST00000354377	CCDS32330
ENST00000268182	NM_003870
ENST00000268182	CCDS10362
ENST00000268184	NM_022769
ENST00000268184	CCDS32331
ENST00000420329	NM_001042574
ENST00000420329	CCDS45348
ENST00000355112	NM_000057
ENST00000355112	CCDS10363
ENST00000560509	NM_001287247
ENST00000560509	CCDS73782
ENST00000680772	NM_000057
ENST00000680772	CCDS10363
ENST00000268171	NM_002569
ENST00000268171	CCDS10364
ENST00000610579	NM_001289823
ENST00000610579	CCDS10364
ENST00000680053	NM_001382620
ENST00000680053	CCDS10364
ENST00000618099	NM_001289824
ENST00000618099	CCDS10364
ENST00000414248	NM_001143785
ENST00000414248	CCDS45351
ENST00000328850	NM_002005
ENST00000328850	CCDS10365
ENST00000394300	NM_001143783
ENST00000394300	CCDS45350
ENST00000444422	NM_001143784
ENST00000444422	CCDS45349
ENST00000559717	NM_006122
ENST00000559717	CCDS32332
ENST00000360468	NM_006122
ENST00000360468	CCDS32332
ENST00000394272	NM_001286451
ENST00000394272	CCDS66866
ENST00000394275	NM_001039675
ENST00000394275	CCDS42082
ENST00000646620	NM_001286451
ENST00000646620	CCDS66866
ENST00000330334	NM_198527
ENST00000330334	CCDS10366
ENST00000418476	NM_018671
ENST00000418476	CCDS10367
ENST00000394258	NM_001017919
ENST00000394258	CCDS32333
ENST00000556618	NM_033544
ENST00000556618	CCDS32333
ENST00000394249	NM_003981
ENST00000394249	CCDS32334
ENST00000361188	NM_199413
ENST00000361188	CCDS45352
ENST00000442656	NM_001267580
ENST00000442656	CCDS45353
ENST00000333371	NM_018668
ENST00000333371	CCDS10369
ENST00000535906	NM_001289148
ENST00000535906	CCDS73783
ENST00000545111	NM_001167580
ENST00000545111	CCDS53972
ENST00000394232	NM_001323032
ENST00000394232	CCDS10370
ENST00000330276	NM_001323031
ENST00000330276	CCDS10370
ENST00000318445	NM_013272
ENST00000318445	CCDS10371
ENST00000424469	NM_001145044
ENST00000424469	CCDS45354
ENST00000268164	NM_006011
ENST00000268164	CCDS10372
ENST00000539113	NM_001330416
ENST00000539113	CCDS81919
ENST00000327355	NM_207446
ENST00000327355	CCDS45355
ENST00000420239	NM_001042572
ENST00000420239	CCDS45356
ENST00000394196	NM_001271
ENST00000394196	CCDS10374
ENST00000577670	NR_036136
ENST00000329082	NM_020211
ENST00000329082	CCDS45357
ENST00000425933	NM_001166289
ENST00000425933	CCDS53973
ENST00000543599	NM_001166287
ENST00000543599	CCDS53973
ENST00000542321	NM_001166286
ENST00000542321	CCDS53973
ENST00000557301	NM_001166283
ENST00000557301	CCDS53974
ENST00000357742	NM_001385001
ENST00000357742	CCDS32338
ENST00000451018	NM_001159643
ENST00000451018	NM_001385004
ENST00000451018	CCDS53975
ENST00000557742	NM_001159644
ENST00000557742	CCDS53976
ENST00000421109	NM_001145155
ENST00000421109	CCDS45358
ENST00000394166	NM_021005
ENST00000394166	CCDS10375
ENST00000394171	NM_001145156
ENST00000394171	CCDS45359
ENST00000453270	NM_001145157
ENST00000453270	CCDS45359
ENST00000410719	NR_031715
ENST00000560888	NR_102754
ENST00000558621	NR_120324
ENST00000268042	NM_183376
ENST00000268042	CCDS10377
ENST00000649865	NM_001291858
ENST00000649865	CCDS73785
ENST00000650285	NM_000875
ENST00000650285	CCDS10378
ENST00000580728	NR_039864
ENST00000535714	NM_001167902
ENST00000535714	CCDS58400
ENST00000378919	NM_001102612
ENST00000378919	CCDS53977
ENST00000594047	NM_015286
ENST00000594047	CCDS73786
ENST00000336292	NM_145728
ENST00000336292	CCDS73787
ENST00000394132	NM_001288615
ENST00000394132	CCDS10379
ENST00000558663	NM_001288616
ENST00000558663	CCDS10379
ENST00000394135	NM_001288616
ENST00000394135	CCDS10379
ENST00000301981	NM_144598
ENST00000301981	CCDS10380
ENST00000447360	NM_001284400
ENST00000447360	CCDS66873
ENST00000354410	NM_001400038
ENST00000354410	NM_001400040
ENST00000354410	NM_001400050
ENST00000354410	NM_001400053
ENST00000354410	NM_005587
ENST00000354410	CCDS45362
ENST00000558812	NM_001130927
ENST00000558812	CCDS45363
ENST00000557785	NM_001365208
ENST00000557785	CCDS53978
ENST00000338042	NM_001365201
ENST00000338042	CCDS92068
ENST00000557942	NM_001319206
ENST00000557942	CCDS81920
ENST00000705985	NM_001365201
ENST00000705985	CCDS92068
ENST00000449277	NM_001130928
ENST00000449277	CCDS58401
ENST00000690055	NM_001365202
ENST00000690055	CCDS92068
ENST00000691492	NM_001130926
ENST00000691492	CCDS53978
ENST00000686611	NM_001365203
ENST00000686611	CCDS92067
ENST00000332728	NM_001284422
ENST00000332728	CCDS66876
ENST00000545021	NM_001284420
ENST00000545021	CCDS73788
ENST00000409796	NM_001284417
ENST00000409796	CCDS66877
ENST00000344791	NM_152449
ENST00000344791	CCDS10381
ENST00000684762	NM_001284417
ENST00000684762	CCDS66877
ENST00000268070	NM_139057
ENST00000268070	CCDS10383
ENST00000679737	NM_001378789
ENST00000679737	CCDS10384
ENST00000284382	NM_001290343
ENST00000284382	NM_178842
ENST00000284382	CCDS10384
ENST00000538112	NM_001290342
ENST00000538112	CCDS10384
ENST00000394113	NM_001290342
ENST00000394113	CCDS10384
ENST00000314742	NM_001040616
ENST00000314742	CCDS10385
ENST00000332783	NM_198243
ENST00000332783	CCDS10387
ENST00000343276	NM_024708
ENST00000343276	CCDS10388
ENST00000329841	NM_000693
ENST00000329841	CCDS10389
ENST00000346623	NM_001293815
ENST00000346623	CCDS76794
ENST00000388948	NM_024652
ENST00000388948	CCDS42086
ENST00000254190	NM_014918
ENST00000254190	CCDS10390
ENST00000398226	NM_018445
ENST00000398226	CCDS53979
ENST00000526049	NM_018445
ENST00000526049	CCDS53979
ENST00000254193	NM_003090
ENST00000254193	CCDS10391
ENST00000611716	NM_002570
ENST00000611716	CCDS73790
ENST00000618548	NM_138319
ENST00000618548	CCDS73789
ENST00000611967	NM_138324
ENST00000611967	CCDS73793
ENST00000615296	NM_138323
ENST00000615296	CCDS73791
ENST00000331826	NM_138325
ENST00000331826	CCDS73792
ENST00000428002	NM_001307960
ENST00000428002	CCDS76795
ENST00000559107	NM_001308026
ENST00000559107	CCDS76796
ENST00000347970	NM_025141
ENST00000347970	CCDS10392
ENST00000333202	NM_078474
ENST00000333202	CCDS10393
ENST00000335968	NM_152334
ENST00000335968	CCDS10394
ENST00000328882	NM_001005326
ENST00000328882	CCDS32341
ENST00000332238	NM_001001674
ENST00000332238	CCDS32342
ENST00000560066	NR_046417
ENST00000408734	NR_036267
ENST00000621186	NR_107063
ENST00000562189	NR_034090
ENST00000513886	NR_045117
ENST00000615957	NR_128720
ENST00000293860	NM_016310
ENST00000293860	CCDS10395
ENST00000293861	NM_024571
ENST00000293861	CCDS10396
ENST00000262316	NM_022450
ENST00000262316	CCDS32344
ENST00000397817	NM_001015054
ENST00000397817	CCDS42087
ENST00000356432	NM_001015052
ENST00000356432	CCDS32345
ENST00000219431	NM_002434
ENST00000219431	CCDS32346
ENST00000611875	NM_001077350
ENST00000611875	CCDS73795
ENST00000399953	NM_001243249
ENST00000399953	CCDS73794
ENST00000252951	NM_005332
ENST00000252951	CCDS10397
ENST00000356815	NM_001003938
ENST00000356815	CCDS32347
ENST00000251595	NM_000517
ENST00000251595	CCDS10398
ENST00000320868	NM_000558
ENST00000320868	CCDS10399
ENST00000199708	NM_005331
ENST00000199708	CCDS10400
ENST00000337351	NM_018032
ENST00000337351	CCDS10401
ENST00000397783	NM_001320226
ENST00000397783	CCDS10401
ENST00000293872	NM_201412
ENST00000293872	CCDS32348
ENST00000397780	NM_001330420
ENST00000397780	CCDS81921
ENST00000399932	NM_032039
ENST00000399932	CCDS10402
ENST00000301678	NM_001284497
ENST00000301678	CCDS10402
ENST00000397770	NM_183337
ENST00000397770	CCDS42088
ENST00000316163	NM_003834
ENST00000316163	CCDS10403
ENST00000359740	NM_001286485
ENST00000359740	CCDS66884
ENST00000219409	NM_001176
ENST00000219409	CCDS10404
ENST00000219406	NM_006849
ENST00000219406	CCDS42089
ENST00000262320	NM_003502
ENST00000262320	CCDS10405
ENST00000354866	NM_181050
ENST00000354866	CCDS10406
ENST00000199706	NM_006428
ENST00000199706	CCDS32349
ENST00000648346	NM_006428
ENST00000648346	CCDS32349
ENST00000389675	NM_006428
ENST00000389675	CCDS32349
ENST00000431232	NM_021259
ENST00000431232	CCDS10407
ENST00000397722	NM_001286436
ENST00000397722	CCDS66886
ENST00000620944	NM_001286439
ENST00000620944	CCDS66886
ENST00000621774	NM_001286433
ENST00000621774	CCDS73797
ENST00000219479	NM_005009
ENST00000219479	CCDS10408
ENST00000450036	NM_001286440
ENST00000450036	CCDS66886
ENST00000219481	NM_020664
ENST00000219481	CCDS10409
ENST00000262305	NM_014700
ENST00000262305	CCDS32351
ENST00000434585	NM_001370401
ENST00000434585	CCDS92071
ENST00000219611	NM_005632
ENST00000219611	CCDS10410
ENST00000581803	NR_049852
ENST00000582210	NR_036137
ENST00000409413	NM_145270
ENST00000409413	CCDS45365
ENST00000424439	NM_001301159
ENST00000424439	CCDS45366
ENST00000540585	NM_176677
ENST00000540585	CCDS45366
ENST00000409527	NM_004204
ENST00000409527	CCDS10412
ENST00000321878	NM_004204
ENST00000321878	CCDS10412
ENST00000026218	NM_148920
ENST00000026218	CCDS10411
ENST00000535977	NM_001172663
ENST00000535977	CCDS10413
ENST00000539661	NM_001172664
ENST00000539661	CCDS10413
ENST00000248139	NM_021168
ENST00000248139	CCDS10413
ENST00000538492	NM_001172665
ENST00000538492	CCDS10413
ENST00000319070	NM_053284
ENST00000319070	CCDS10414
ENST00000614890	NM_001288710
ENST00000614890	CCDS73798
ENST00000338401	NM_001040161
ENST00000338401	CCDS32352
ENST00000397666	NM_001040160
ENST00000397666	CCDS42091
ENST00000301686	NM_032366
ENST00000301686	CCDS45368
ENST00000397664	NM_001040162
ENST00000397664	CCDS45367
ENST00000397665	NM_001040165
ENST00000397665	CCDS42090
ENST00000307650	NM_138418
ENST00000307650	CCDS10415
ENST00000293879	NM_145294
ENST00000293879	CCDS42092
ENST00000697194	NM_001352275
ENST00000697194	CCDS92073
ENST00000315082	NM_138769
ENST00000315082	CCDS10417
ENST00000352681	NM_001278720
ENST00000352681	CCDS61779
ENST00000219551	NM_001318733
ENST00000219551	CCDS10418
ENST00000565677	NM_001293197
ENST00000565677	CCDS76797
ENST00000219548	NM_005861
ENST00000219548	CCDS10419
ENST00000564370	NM_001293197
ENST00000564370	CCDS76797
ENST00000609261	NM_001005920
ENST00000609261	CCDS45369
ENST00000562824	NM_001323920
ENST00000562824	CCDS92074
ENST00000562111	NM_001323919
ENST00000562111	CCDS92075
ENST00000293883	NM_032259
ENST00000293883	CCDS10420
ENST00000397621	NM_153350
ENST00000397621	CCDS10421
ENST00000568223	NM_024042
ENST00000568223	CCDS10422
ENST00000219535	NM_001271285
ENST00000219535	CCDS59254
ENST00000569529	NM_023933
ENST00000569529	CCDS10423
ENST00000345165	NM_001378030
ENST00000345165	CCDS92076
ENST00000293889	NM_001031737
ENST00000293889	CCDS32353
ENST00000341413	NM_207112
ENST00000341413	CCDS32355
ENST00000389703	NM_032304
ENST00000389703	CCDS32354
ENST00000561546	NM_001365282
ENST00000561546	CCDS92077
ENST00000568545	NM_001304799
ENST00000568545	CCDS76798
ENST00000251588	NM_022493
ENST00000251588	CCDS10425
ENST00000540986	NM_001304799
ENST00000540986	CCDS76798
ENST00000545450	NM_005823
ENST00000545450	CCDS45370
ENST00000563941	NM_001177355
ENST00000563941	CCDS45370
ENST00000566549	NM_005823
ENST00000566549	CCDS45370
ENST00000382862	NM_013404
ENST00000382862	CCDS32356
ENST00000384847	NR_030384
ENST00000561734	NM_058192
ENST00000561734	CCDS10426
ENST00000007264	NM_058192
ENST00000007264	CCDS10426
ENST00000565809	NM_001324411
ENST00000565809	CCDS81924
ENST00000567114	NM_001324412
ENST00000567114	CCDS81923
ENST00000262315	NM_022092
ENST00000262315	CCDS45371
ENST00000248150	NM_016541
ENST00000248150	CCDS10427
ENST00000262301	NM_022773
ENST00000262301	CCDS45373
ENST00000568897	NM_001352021
ENST00000568897	CCDS86488
ENST00000293894	NM_014587
ENST00000293894	CCDS10428
ENST00000711615	NM_001172560
ENST00000711615	NM_001053
ENST00000711615	CCDS10429
ENST00000689027	NM_001172560
ENST00000689027	CCDS10429
ENST00000293897	NM_001053
ENST00000293897	CCDS10429
ENST00000328449	NM_207419
ENST00000328449	CCDS32358
ENST00000348261	NM_021098
ENST00000348261	CCDS45375
ENST00000565831	NM_001005407
ENST00000565831	CCDS45376
ENST00000234798	NM_012467
ENST00000234798	CCDS10430
ENST00000606293	NM_024164
ENST00000677899	NM_003294
ENST00000677899	CCDS10431
ENST00000338844	NM_003294
ENST00000338844	CCDS10431
ENST00000711396	NM_003294
ENST00000711396	CCDS10431
ENST00000211076	NM_012217
ENST00000211076	CCDS10432
ENST00000713920	NM_194259
ENST00000713920	CCDS10433
ENST00000325437	NM_194261
ENST00000325437	CCDS10433
ENST00000711332	NM_194261
ENST00000711332	CCDS10433
ENST00000355803	NM_194260
ENST00000355803	CCDS10433
ENST00000711300	NM_194260
ENST00000711300	CCDS10433
ENST00000562470	NM_194259
ENST00000562470	CCDS10433
ENST00000713921	NM_194259
ENST00000713921	CCDS10433
ENST00000711309	NM_194260
ENST00000711309	CCDS10433
ENST00000711319	NM_194259
ENST00000711319	CCDS10433
ENST00000711343	NM_194259
ENST00000711343	CCDS10433
ENST00000711346	NM_194259
ENST00000711346	CCDS10433
ENST00000397515	NM_194259
ENST00000397515	CCDS10433
ENST00000403747	NM_194259
ENST00000403747	CCDS10433
ENST00000711306	NM_003345
ENST00000711306	CCDS10433
ENST00000397514	NM_003345
ENST00000397514	CCDS10433
ENST00000711316	NM_194259
ENST00000711316	CCDS10433
ENST00000566587	NM_003345
ENST00000566587	CCDS10433
ENST00000711310	NM_194259
ENST00000711310	CCDS10433
ENST00000711336	NM_194259
ENST00000711336	CCDS10433
ENST00000567383	NM_194259
ENST00000567383	CCDS10433
ENST00000567074	NM_194259
ENST00000567074	CCDS10433
ENST00000711330	NM_194259
ENST00000711330	CCDS10433
ENST00000711323	NM_003345
ENST00000711323	CCDS10433
ENST00000711307	NM_003345
ENST00000711307	CCDS10433
ENST00000711348	NM_194259
ENST00000711348	CCDS10433
ENST00000711344	NM_194259
ENST00000711344	CCDS10433
ENST00000711317	NM_194259
ENST00000711317	CCDS10433
ENST00000711350	NM_194259
ENST00000711350	CCDS10433
ENST00000711297	NM_194259
ENST00000711297	CCDS10433
ENST00000711311	NM_194259
ENST00000711311	CCDS10433
ENST00000406620	NM_194259
ENST00000406620	CCDS10433
ENST00000713916	NM_194259
ENST00000713916	CCDS10433
ENST00000397488	NM_001286464
ENST00000397488	CCDS66894
ENST00000562208	NM_001199098
ENST00000562208	CCDS58402
ENST00000568887	NM_001199099
ENST00000568887	CCDS58403
ENST00000426824	NM_001199097
ENST00000426824	CCDS55978
ENST00000324385	NM_003933
ENST00000324385	CCDS10434
ENST00000421665	NM_001199096
ENST00000421665	CCDS55979
ENST00000007390	NM_001001410
ENST00000007390	CCDS10435
ENST00000204679	NM_032520
ENST00000204679	CCDS10436
ENST00000248104	NM_001276414
ENST00000248104	CCDS61787
ENST00000389221	NM_001372107
ENST00000389221	CCDS92080
ENST00000674376	NM_001193389
ENST00000674376	CCDS53980
ENST00000397464	NM_001193389
ENST00000397464	CCDS53980
ENST00000508903	NM_001193388
ENST00000301712	NM_001037125
ENST00000301712	CCDS32359
ENST00000442039	NM_001272051
ENST00000442039	CCDS61789
ENST00000640283	NM_001365310
ENST00000640283	CCDS92081
ENST00000389176	NM_001143980
ENST00000389176	CCDS92082
ENST00000382745	NM_001287
ENST00000382745	CCDS32361
ENST00000447419	NM_001328608
ENST00000447419	CCDS86492
ENST00000293922	NM_001013658
ENST00000293922	CCDS32362
ENST00000262319	NM_016111
ENST00000262319	CCDS32363
ENST00000426508	NM_014714
ENST00000426508	CCDS10439
ENST00000253934	NM_001256541
ENST00000253934	CCDS42098
ENST00000566264	NM_024600
ENST00000566264	CCDS42098
ENST00000397412	NM_020825
ENST00000397412	CCDS10440
ENST00000293925	NM_020825
ENST00000293925	CCDS10440
ENST00000248098	NM_144570
ENST00000248098	CCDS10441
ENST00000250894	NM_015133
ENST00000250894	CCDS10442
ENST00000356010	NM_001040439
ENST00000356010	CCDS45379
ENST00000610761	NM_001318852
ENST00000610761	CCDS81929
ENST00000578255	NR_036138
ENST00000219302	NM_002513
ENST00000219302	CCDS10443
ENST00000177742	NM_001300900
ENST00000177742	CCDS73805
ENST00000397375	NM_023936
ENST00000397375	CCDS10444
ENST00000568449	NM_001257370
ENST00000568449	CCDS58404
ENST00000566339	NM_080861
ENST00000566339	CCDS32365
ENST00000301717	NM_001324081
ENST00000301717	CCDS32365
ENST00000262302	NM_012225
ENST00000262302	CCDS10445
ENST00000565987	NM_001284501
ENST00000565987	CCDS66898
ENST00000215539	NM_004970
ENST00000215539	CCDS10446
ENST00000415638	NM_001146006
ENST00000415638	CCDS53982
ENST00000397356	NM_005326
ENST00000397356	CCDS10447
ENST00000455446	NM_001286249
ENST00000455446	CCDS66900
ENST00000397353	NM_001040427
ENST00000397353	CCDS32366
ENST00000566709	NM_001363914
ENST00000566709	CCDS86494
ENST00000382666	NM_001018104
ENST00000382666	CCDS32367
ENST00000382668	NM_001142398
ENST00000382668	CCDS45380
ENST00000427358	NM_031208
ENST00000427358	CCDS10448
ENST00000325962	NM_001163560
ENST00000325962	CCDS53983
ENST00000397344	NM_152764
ENST00000397344	CCDS10449
ENST00000563416	NR_033914
ENST00000570087	NR_146568
ENST00000454677	NM_001009606
ENST00000454677	CCDS45381
ENST00000361871	NM_016332
ENST00000361871	CCDS42100
ENST00000268661	NM_005061
ENST00000268661	CCDS10450
ENST00000268668	NM_004548
ENST00000268668	CCDS10451
ENST00000343262	NM_002952
ENST00000343262	CCDS10452
ENST00000384084	NR_002327
ENST00000384674	NR_002326
ENST00000459373	NR_003020
ENST00000569210	NM_001348711
ENST00000569210	CCDS86495
ENST00000569714	NM_174903
ENST00000569714	CCDS58405
ENST00000568546	NM_006453
ENST00000568546	CCDS10453
ENST00000356120	NM_172167
ENST00000356120	CCDS10455
ENST00000354249	NM_144603
ENST00000354249	CCDS10454
ENST00000397280	NM_172168
ENST00000397280	CCDS42101
ENST00000566005	NM_001267721
ENST00000566005	CCDS58406
ENST00000248114	NM_005262
ENST00000248114	CCDS32368
ENST00000248121	NM_004209
ENST00000248121	CCDS10456
ENST00000566435	NM_001099456
ENST00000566435	CCDS42102
ENST00000424542	NM_001130012
ENST00000424542	CCDS45382
ENST00000432365	NM_004785
ENST00000432365	CCDS45383
ENST00000566198	NM_001252073
ENST00000566198	CCDS58407
ENST00000651570	NM_002528
ENST00000651570	CCDS10457
ENST00000382538	NM_001318829
ENST00000382538	CCDS81934
ENST00000219476	NM_000548
ENST00000219476	CCDS10458
ENST00000642936	NM_001370404
ENST00000642936	CCDS92086
ENST00000401874	NM_001077183
ENST00000401874	CCDS58408
ENST00000439673	NM_001318827
ENST00000439673	CCDS81933
ENST00000350773	NM_001114382
ENST00000350773	CCDS45384
ENST00000642365	NM_001406663
ENST00000642797	NM_001363528
ENST00000642797	CCDS92085
ENST00000644043	NM_021055
ENST00000644043	CCDS10459
ENST00000642561	NM_001370405
ENST00000642561	CCDS92084
ENST00000568454	NM_001318832
ENST00000568454	CCDS81932
ENST00000262304	NM_001009944
ENST00000262304	CCDS32369
ENST00000423118	NM_000296
ENST00000423118	CCDS45385
ENST00000408729	NR_030646
ENST00000612014	NR_106775
ENST00000583451	NR_039741
ENST00000583743	NR_037467
ENST00000541451	NM_001308053
ENST00000541451	CCDS76806
ENST00000210187	NM_014353
ENST00000210187	CCDS10460
ENST00000383903	NR_002736
ENST00000326181	NM_032271
ENST00000326181	CCDS10461
ENST00000343516	NM_020764
ENST00000343516	CCDS42103
ENST00000564088	NM_001199173
ENST00000564088	NM_022372
ENST00000564088	CCDS10462
ENST00000382450	NM_001199175
ENST00000382450	CCDS58409
ENST00000569417	NM_022372
ENST00000569417	CCDS10462
ENST00000397124	NM_022372
ENST00000397124	CCDS10462
ENST00000565250	NM_001199173
ENST00000565250	CCDS10462
ENST00000328540	NM_182563
ENST00000328540	CCDS10463
ENST00000333503	NM_001042371
ENST00000333503	CCDS42104
ENST00000565090	NM_001288778
ENST00000565090	CCDS73809
ENST00000301727	NM_004424
ENST00000301727	CCDS32370
ENST00000564139	NM_001288776
ENST00000564139	CCDS73810
ENST00000564065	NM_001374
ENST00000564065	CCDS42105
ENST00000320700	NM_001374
ENST00000320700	CCDS42105
ENST00000567494	NM_001301680
ENST00000567494	CCDS42105
ENST00000301729	NM_001919
ENST00000301729	CCDS10464
ENST00000562238	NM_001178029
ENST00000562238	CCDS58410
ENST00000397086	NM_006711
ENST00000397086	CCDS10465
ENST00000566458	NM_001286626
ENST00000566458	CCDS66907
ENST00000320225	NM_080594
ENST00000320225	CCDS10465
ENST00000565678	NM_001286625
ENST00000565678	CCDS10465
ENST00000568631	NM_006711
ENST00000568631	CCDS10465
ENST00000301730	NM_080594
ENST00000301730	CCDS10465
ENST00000567147	NM_001286627
ENST00000567147	CCDS73811
ENST00000578964	NR_037448
ENST00000401276	NR_030636
ENST00000584656	NR_039868
ENST00000301732	NM_001089
ENST00000301732	CCDS10466
ENST00000469908	NR_003574
ENST00000397066	NM_001761
ENST00000397066	CCDS10467
ENST00000637302	NR_106825
ENST00000361837	NM_025108
ENST00000361837	CCDS10468
ENST00000610734	NR_106826
ENST00000563775	NR_135198
ENST00000293973	NM_006181
ENST00000293973	CCDS10469
ENST00000567020	NM_020705
ENST00000567020	CCDS42107
ENST00000646147	NM_001199107
ENST00000646147	CCDS55980
ENST00000627285	NM_020705
ENST00000627285	CCDS42107
ENST00000330398	NM_001694
ENST00000330398	CCDS10470
ENST00000302956	NM_015944
ENST00000302956	CCDS10471
ENST00000293971	NM_001330449
ENST00000293971	CCDS81936
ENST00000413459	NM_001145815
ENST00000413459	CCDS53984
ENST00000648227	NM_001410943
ENST00000648227	CCDS92088
ENST00000567119	NM_001048212
ENST00000567119	CCDS42108
ENST00000581887	NR_036139
ENST00000441549	NM_001261816
ENST00000441549	CCDS58411
ENST00000268673	NM_031268
ENST00000268673	CCDS10473
ENST00000342085	NM_002613
ENST00000342085	CCDS10472
ENST00000301738	NM_018992
ENST00000301738	CCDS10475
ENST00000302641	NM_031948
ENST00000302641	CCDS10476
ENST00000576924	NM_016333
ENST00000576924	CCDS32373
ENST00000301740	NM_016333
ENST00000301740	CCDS32373
ENST00000262306	NM_207013
ENST00000262306	CCDS32374
ENST00000409906	NM_007108
ENST00000409906	CCDS45387
ENST00000293851	NM_001385462
ENST00000293851	NM_001385463
ENST00000293851	NM_152891
ENST00000293851	NM_001385464
ENST00000293851	CCDS42110
ENST00000682474	NM_152891
ENST00000682474	CCDS42110
ENST00000570702	NM_001385464
ENST00000570702	CCDS42110
ENST00000408792	NR_145775
ENST00000399677	NM_001395501
ENST00000399677	CCDS92090
ENST00000674256	NM_001395500
ENST00000674256	CCDS92091
ENST00000450020	NM_144957
ENST00000450020	CCDS45388
ENST00000005995	NM_006799
ENST00000005995	CCDS10478
ENST00000382280	NM_145252
ENST00000382280	CCDS10479
ENST00000572863	NM_145252
ENST00000572863	CCDS10479
ENST00000161006	NM_022119
ENST00000161006	CCDS10481
ENST00000293981	NM_001142499
ENST00000293981	CCDS10482
ENST00000396958	NM_138439
ENST00000396958	CCDS10482
ENST00000253928	NM_001308068
ENST00000253928	CCDS76809
ENST00000416288	NM_032296
ENST00000416288	CCDS45390
ENST00000571007	NM_001253726
ENST00000571007	CCDS58412
ENST00000575885	NM_001253725
ENST00000575885	CCDS58413
ENST00000303746	NM_172229
ENST00000303746	CCDS10483
ENST00000319500	NM_024507
ENST00000319500	CCDS10484
ENST00000293978	NM_001284511
ENST00000293978	CCDS66911
ENST00000576565	NM_001284513
ENST00000576565	CCDS73814
ENST00000318782	NM_152341
ENST00000318782	CCDS10485
ENST00000572687	NM_001284512
ENST00000572687	CCDS66912
ENST00000574988	NM_001284513
ENST00000574988	CCDS73814
ENST00000440027	NM_182687
ENST00000440027	CCDS45391
ENST00000262300	NM_004203
ENST00000262300	CCDS10486
ENST00000574385	NM_001258451
ENST00000574385	CCDS58414
ENST00000574730	NM_001258450
ENST00000574730	CCDS58415
ENST00000573944	NM_001258451
ENST00000573944	CCDS58414
ENST00000715180	NM_001396456
ENST00000445369	NM_020982
ENST00000445369	CCDS10487
ENST00000328796	NM_021195
ENST00000328796	CCDS10488
ENST00000396925	NM_021195
ENST00000396925	CCDS10488
ENST00000326577	NM_016639
ENST00000326577	CCDS10489
ENST00000248089	NM_017885
ENST00000248089	CCDS10490
ENST00000574151	NM_001288666
ENST00000574151	CCDS32375
ENST00000572355	NM_001308070
ENST00000572355	CCDS76810
ENST00000574980	NM_001288665
ENST00000574980	CCDS10490
ENST00000354679	NM_001288667
ENST00000354679	CCDS73815
ENST00000326266	NM_024339
ENST00000326266	CCDS10491
ENST00000574549	NM_001347703
